,country,points,price,variety
840,France,86,,Rosé
841,US,86,10,Chardonnay
842,France,86,16,Gamay
843,US,86,25,Cabernet Franc
844,Italy,90,24,Carricante
845,Italy,90,,Grillo
846,France,90,24,Sylvaner
847,France,90,33,Pinot Noir
848,France,90,,Pinot Noir
849,France,90,70,Pinot Noir
850,France,90,117,Chardonnay
851,France,90,,Pinot Noir
852,France,90,16,Sylvaner
853,Germany,90,30,Riesling
854,US,90,20,Zinfandel
855,US,90,35,Chardonnay
856,Italy,90,25,Fiano
857,US,90,28,Syrah
858,US,90,15,Pinot Gris
859,US,90,150,Cabernet Sauvignon
860,US,90,45,Cabernet Franc
861,Italy,90,30,Nerello Mascalese
862,Italy,90,19,Rosato
863,US,90,45,Pinot Noir
864,Germany,90,40,Früburgunder
865,Italy,90,,White Blend
866,Australia,90,25,Rosé
867,US,90,40,Pinot Noir
868,Chile,90,15,Carmenère
869,US,90,42,Grenache
870,US,90,29,Syrah
871,US,90,42,Merlot
872,US,90,18,Albariño
873,Hungary,90,16,White Blend
874,Portugal,90,40,Sousão
875,Portugal,90,,Portuguese Red
876,Spain,90,50,Red Blend
877,Italy,90,,Red Blend
878,France,90,35,Bordeaux-style Red Blend
879,France,90,45,Bordeaux-style Red Blend
880,US,90,20,Syrah
881,Spain,90,44,Red Blend
882,US,90,22,Cabernet Sauvignon
883,Italy,90,,Red Blend
884,US,90,28,Sparkling Blend
885,US,90,27,Petite Sirah
886,France,90,25,Rhône-style Red Blend
887,Portugal,90,60,Portuguese White
888,US,90,72,Cabernet Franc
889,US,90,44,Pinot Noir
890,US,90,28,Viognier
891,US,90,29,Pinot Noir
892,US,90,58,Bordeaux-style Red Blend
893,Australia,90,15,Shiraz
894,Italy,90,29,Sangiovese
895,Italy,90,45,Red Blend
896,US,90,70,Syrah
897,US,90,39,Syrah
898,Italy,90,,Red Blend
899,Italy,90,28,Sangiovese
900,Spain,90,48,Red Blend
901,Portugal,90,50,Portuguese White
902,US,87,22,Roussanne
903,Germany,87,10,Riesling
904,Italy,87,50,Nebbiolo
905,US,87,30,Nero d'Avola
906,US,87,18,Roussanne
907,Portugal,87,30,Avesso
908,Italy,87,39,Nebbiolo
909,Italy,87,35,Nebbiolo
910,Argentina,87,30,Bordeaux-style Red Blend
911,France,87,23,Cinsault
912,US,87,18,Rosé
913,,87,30,Chinuri
914,Argentina,87,20,Malbec
915,US,87,25,Pinot Noir
916,US,87,20,Pinot Gris
917,Italy,87,50,Nebbiolo
918,Italy,87,50,Nebbiolo
919,Argentina,87,15,Pinot Gris
920,Australia,87,,Sauvignon Blanc
921,Portugal,87,9,Portuguese White
922,Argentina,87,12,Sauvignon Blanc
923,Portugal,87,14,Tinta Miúda
924,Australia,87,18,Sauvignon Blanc
925,US,87,20,Muscat Blanc à Petits Grains
926,Argentina,87,175,Malbec
927,Portugal,87,12,Portuguese Sparkling
928,Italy,87,60,Nebbiolo
929,US,87,20,Zinfandel
930,Argentina,87,15,Malbec
931,Italy,87,35,Nebbiolo
932,France,87,14,Bordeaux-style Red Blend
933,France,87,16,Bordeaux-style Red Blend
934,France,87,15,Bordeaux-style Red Blend
935,France,87,14,Bordeaux-style Red Blend
936,US,87,40,Chardonnay
937,US,87,29,Pinot Blanc
938,Spain,87,15,Tempranillo
939,US,87,55,Bordeaux-style Red Blend
940,France,87,38,Champagne Blend
941,Spain,87,15,Monastrell
942,US,87,34,Pinot Noir
943,Spain,87,18,Tempranillo Blend
944,US,87,27,Viognier
945,US,87,17,Chardonnay
946,US,87,65,Sangiovese
947,Portugal,87,13,Portuguese Red
948,Portugal,87,15,Portuguese Red
949,Italy,87,23,Nebbiolo
950,US,87,40,Chardonnay
951,US,87,32,Petit Verdot
952,Spain,87,16,Xarel-lo
953,US,87,38,Pinot Noir
954,US,87,15,Cabernet Sauvignon
955,Italy,87,50,Nebbiolo
956,Italy,87,30,Greco
957,US,87,24,Sauvignon Blanc
958,Spain,87,18,Rosé
959,France,87,40,Champagne Blend
960,France,87,18,Bordeaux-style Red Blend
961,France,87,20,Bordeaux-style Red Blend
962,France,85,40,Champagne Blend
963,France,85,11,Bordeaux-style Red Blend
964,Italy,85,17,Trebbiano
965,Italy,85,48,Primitivo
966,New Zealand,85,9,Sauvignon Blanc
967,Chile,85,10,Chardonnay
968,Italy,85,,Rosé
969,Chile,85,9,Carmenère
970,US,85,19,Cabernet Sauvignon
971,France,85,15,Champagne Blend
972,US,85,23,Viognier
973,US,85,35,Syrah
974,US,85,30,Red Blend
975,Italy,85,12,Pinot Noir
976,US,85,17,White Blend
977,US,85,16,Viognier
978,US,85,15,White Blend
979,France,85,10,Sauvignon Blanc
980,Italy,85,41,"Corvina, Rondinella, Molinara"
981,France,85,10,Sauvignon Blanc
982,Italy,85,16,Cabernet Sauvignon
983,US,85,25,Gewürztraminer
984,Romania,85,12,Red Blend
985,Argentina,88,20,Cabernet Sauvignon
986,Portugal,88,,Port
987,Australia,88,25,Viognier
988,US,88,20,Pinot Gris
989,Spain,88,53,Tempranillo Blend
990,US,88,12,Sauvignon Blanc
991,France,88,,Bordeaux-style Red Blend
992,France,88,14,Red Blend
993,France,88,12,Chenin Blanc-Chardonnay
994,France,88,22,Sauvignon Blanc
995,Italy,88,26,White Blend
996,Italy,88,14,Syrah
997,Australia,88,18,Shiraz
998,US,88,18,Pinot Gris
999,US,88,17,Riesling
1000,US,88,24,Cabernet Sauvignon
1001,Italy,88,41,Nerello Mascalese
1002,US,88,60,Pinot Noir
1003,France,88,26,Bordeaux-style Red Blend
1004,France,88,25,Bordeaux-style White Blend
1005,France,88,16,Sauvignon Blanc
1006,US,88,40,Pinot Noir
1007,France,88,21,Sauvignon Blanc
1008,Australia,88,14,Shiraz
1009,Chile,88,18,Cabernet Sauvignon
1010,US,88,75,Pinot Noir
1011,US,88,16,Pinot Gris
1012,Italy,88,,Red Blend
1013,Italy,88,45,Nero d'Avola
1014,US,88,42,Rhône-style Red Blend
1015,US,88,48,Red Blend
1016,Italy,88,22,Nero d'Avola
1017,Italy,88,22,Grillo
1018,France,88,20,Gewürztraminer
1019,US,88,125,Bordeaux-style Red Blend
1020,US,88,14,Pinot Gris
1021,Argentina,88,20,Malbec
1022,Italy,88,27,Insolia
1023,Israel,88,25,White Blend
1024,France,88,28,Pinot Gris
1025,US,88,42,Sauvignon Blanc
1026,US,88,13,Pinot Gris
1027,US,88,34,Grenache
1028,Spain,88,19,Mencía
1029,Spain,88,18,White Blend
1030,US,88,60,Chardonnay
1031,Spain,88,28,Tempranillo
1032,New Zealand,88,16,Pinot Gris
1033,US,88,22,Chardonnay
1034,France,88,10,Pinot Blanc
1035,Italy,88,12,Nero d'Avola
1036,Italy,88,28,Carricante
1037,US,88,28,Syrah
1038,New Zealand,87,20,Merlot-Malbec
1039,Spain,87,15,Albariño
1040,Argentina,87,15,Malbec
1041,New Zealand,87,70,Bordeaux-style Red Blend
1042,Spain,85,15,Red Blend
1043,Austria,85,20,Grüner Veltliner
1044,Italy,85,17,Pinot Grigio
1045,US,85,24,Pinot Noir
1046,Italy,85,28,White Blend
1047,US,85,16,Merlot
1048,France,85,12,Cabernet Sauvignon
1049,France,85,12,Chardonnay
1050,US,85,10,Merlot
1051,Spain,85,25,White Blend
1052,US,85,12,Pinot Grigio
1053,Spain,85,30,Tempranillo Blend
1054,Italy,85,19,Ribolla Gialla
1055,Austria,85,24,Zweigelt
1056,Austria,85,10,Grüner Veltliner
1057,Chile,85,11,Red Blend
1058,US,85,16,Syrah
1059,Italy,85,,Pinot Grigio
1060,France,85,11,Bordeaux-style White Blend
1061,France,85,25,Red Blend
1062,Italy,85,,Friulano
1063,South Africa,85,20,Cabernet Sauvignon-Merlot
1064,Italy,85,,Red Blend
1065,Portugal,94,50,Port
1066,US,94,38,Zinfandel
1067,US,94,34,Pinot Noir
1068,US,94,100,Pinot Noir
1069,US,94,95,Pinot Noir
1070,US,94,62,Pinot Noir
1071,Italy,94,57,Nebbiolo
1072,Portugal,94,150,Portuguese Red
1073,Portugal,94,78,Port
1074,Australia,94,100,Shiraz
1075,US,94,52,Chardonnay
1076,France,94,112,Pinot Noir
1077,Italy,94,180,Nebbiolo
1078,US,94,35,Chardonnay
1079,US,94,85,Chardonnay
1080,US,94,32,Riesling
1081,US,94,32,Riesling
1082,US,94,120,Syrah
1083,US,94,85,Malbec
1084,France,94,120,Cabernet Franc
1085,US,94,38,Zinfandel
1086,US,94,32,Riesling
1087,US,94,58,Pinot Noir
1088,US,94,85,Syrah
1089,US,94,80,Cabernet Franc
1090,Portugal,94,60,Port
1091,US,94,75,Pinot Noir
1092,US,94,50,Pinot Noir
1093,France,94,60,Pinot Noir
1094,US,94,60,Pinot Noir
1095,US,90,28,Cabernet Sauvignon
1096,Chile,90,25,Red Blend
1097,US,90,15,Viognier
1098,US,90,19,Chardonnay
1099,US,90,40,G-S-M
1100,Chile,90,35,Red Blend
1101,Austria,90,,Chardonnay
1102,US,90,45,Chardonnay
1103,US,90,13,Sauvignon Blanc
1104,France,90,15,Syrah
1105,Italy,90,22,Nebbiolo
1106,US,90,35,Cabernet Franc
1107,US,90,20,Zinfandel
1108,US,90,38,Rhône-style Red Blend
1109,Italy,90,70,Red Blend
1110,Spain,90,60,Tempranillo
1111,Spain,90,25,Sparkling Blend
1112,France,90,17,Rhône-style Red Blend
1113,US,90,15,Sauvignon Blanc
1114,Italy,90,38,Sangiovese
1115,Spain,90,27,Tempranillo
1116,US,90,10,Merlot
1117,US,90,56,Zinfandel
1118,Italy,90,18,Red Blend
1119,France,90,32,White Blend
1120,France,90,24,Sparkling Blend
1121,France,90,,Duras
1122,US,84,16,Riesling
1123,US,84,40,Pinot Gris
1124,US,84,20,Red Blend
1125,US,84,38,Pinot Noir
1126,France,84,20,Bordeaux-style Red Blend
1127,France,84,18,Bordeaux-style Red Blend
1128,France,84,,Bordeaux-style Red Blend
1129,Chile,84,13,Malbec
1130,US,84,65,Cabernet Sauvignon
1131,New Zealand,84,16,Sauvignon Blanc
1132,France,84,14,Bordeaux-style Red Blend
1133,France,84,20,Bordeaux-style Red Blend
1134,France,84,15,Bordeaux-style Red Blend
1135,Chile,84,11,Sauvignon Blanc
1136,US,84,27,Red Blend
1137,Italy,84,11,Nero d'Avola
1138,Italy,84,10,Rosato
1139,US,84,100,Cabernet Sauvignon
1140,US,84,25,Chardonnay
1141,Chile,84,18,Chardonnay
1142,US,84,13,Chardonnay
1143,US,84,28,Zinfandel
1144,US,83,11,Meritage
1145,France,83,12,Bordeaux-style Red Blend
1146,Italy,83,,Rosato
1147,US,83,17,Merlot
1148,Italy,83,14,Nero d'Avola
1149,France,83,30,Bordeaux-style Red Blend
1150,Chile,83,11,Carmenère
1151,US,83,45,White Blend
1152,US,87,24,Red Blend
1153,Austria,87,15,Weissburgunder
1154,Australia,87,19,Shiraz
1155,Greece,87,15,Roditis
1156,Austria,87,23,Grüner Veltliner
1157,US,87,60,Petite Sirah
1158,Austria,87,16,Blaufränkisch
1159,Austria,87,21,Traminer
1160,Greece,87,13,White Blend
1161,Italy,86,17,Prosecco
1162,Italy,86,15,Prosecco
1163,Italy,86,20,Prosecco
1164,Italy,86,19,Prosecco
1165,US,86,23,Cabernet Sauvignon
1166,US,86,18,Merlot
1167,Italy,86,13,Prosecco
1168,US,86,26,Bordeaux-style Red Blend
1169,Italy,86,13,Prosecco
1170,Argentina,86,17,Chardonnay
1171,Germany,86,20,Riesling
1172,US,86,48,Pinot Noir
1173,US,86,40,Pinot Noir
1174,Argentina,86,12,Merlot
1175,Austria,86,12,Grüner Veltliner
1176,Italy,86,18,Prosecco
1177,Portugal,88,14,Rosé
1178,Argentina,88,19,Cabernet Sauvignon
1179,France,88,10,Sparkling Blend
1180,US,88,26,Pinot Gris
1181,Italy,88,50,Nebbiolo
1182,Australia,88,13,Sauvignon Blanc
1183,Italy,88,49,Nebbiolo
1184,Italy,88,50,Nebbiolo
1185,Portugal,88,19,Portuguese Red
1186,France,88,14,Chardonnay
1187,Turkey,88,20,Papaskarasi
1188,France,88,28,Chardonnay
1189,France,88,70,Chardonnay
1190,US,88,13,Chardonnay
1191,France,88,40,Chardonnay
1192,France,88,10,Tannat-Syrah
1193,Argentina,88,16,Malbec
1194,Argentina,87,40,Malbec
1195,Argentina,87,20,Bordeaux-style Red Blend
1196,US,87,35,Chardonnay
1197,Italy,87,90,Nebbiolo
1198,Australia,87,25,Marsanne-Roussanne
1199,Australia,87,13,Pinot Grigio
1200,Germany,87,10,Riesling
1201,France,87,32,Chardonnay
1202,US,87,26,Tempranillo
1203,US,87,14,Zinfandel
1204,Portugal,87,10,Portuguese Red
1205,Italy,87,75,Nebbiolo
1206,US,87,35,Chardonnay
1207,Italy,93,80,Nebbiolo
1208,Portugal,93,55,Portuguese Red
1209,US,93,24,Sparkling Blend
1210,US,93,52,Cabernet Sauvignon
1211,US,93,115,Bordeaux-style Red Blend
1212,US,93,60,Pinot Noir
1213,US,93,40,Pinot Noir
1214,US,93,55,Sauvignon Blanc
1215,Portugal,93,28,Portuguese Red
1216,US,93,60,Syrah
1217,Italy,93,33,Barbera
1218,Italy,93,57,Verdicchio
1219,US,93,75,Syrah
1220,France,93,40,Bordeaux-style Red Blend
1221,US,93,58,Pinot Noir
1222,US,93,55,Syrah
1223,US,93,65,Sparkling Blend
1224,Portugal,93,75,Portuguese Red
1225,US,93,38,Charbono
1226,US,93,49,Chardonnay
1227,US,93,32,Pinot Noir
1228,US,93,55,Pinot Noir
1229,Portugal,93,32,Portuguese Red
1230,US,93,65,Pinot Noir
1231,US,93,40,Red Blend
1232,US,92,50,Tempranillo
1233,US,92,42,Pinot Noir
1234,US,92,60,Pinot Noir
1235,US,92,48,Red Blend
1236,US,92,36,Chardonnay
1237,Italy,88,16,Sangiovese
1238,France,88,9,Bordeaux-style Red Blend
1239,Italy,88,35,Sangiovese
1240,France,88,40,Bordeaux-style Red Blend
1241,US,88,13,Chardonnay
1242,South Africa,88,17,Chardonnay
1243,Germany,88,20,Pinot Blanc
1244,US,88,50,Bordeaux-style Red Blend
1245,South Africa,88,35,Sauvignon Blanc
1246,US,88,40,Cabernet Sauvignon
1247,South Africa,88,13,Sauvignon Blanc
1248,US,88,50,Red Blend
1249,US,88,20,Red Blend
1250,Italy,88,,Sangiovese
1251,Germany,88,22,Riesling
1252,Germany,88,12,Silvaner
1253,US,88,7,Chardonnay
1254,US,88,10,Chardonnay
1255,South Africa,88,15,Merlot
1256,US,88,40,Cabernet Sauvignon
1257,Spain,88,21,Tempranillo
1258,Italy,88,90,Sangiovese Grosso
1259,Spain,85,7,Tempranillo
1260,Italy,85,22,White Blend
1261,Italy,85,,Red Blend
1262,US,85,20,Viognier
1263,US,85,13,Riesling
1264,US,85,35,Pinot Noir
1265,Israel,85,12,Merlot-Argaman
1266,US,85,16,Riesling
1267,US,85,20,Cabernet Franc
1268,Italy,85,12,Insolia
1269,Spain,85,30,Albariño
1270,US,85,34,Cabernet Sauvignon
1271,US,85,26,Petite Sirah
1272,Italy,84,,Nero d'Avola
1273,US,84,15,Chardonnay
1274,Italy,84,28,Chardonnay
1275,US,84,10,Merlot
1276,US,84,70,Cabernet Sauvignon
1277,US,84,24,Sauvignon Blanc
1278,Italy,84,10,Nero d'Avola
1279,Portugal,84,,Portuguese White
1280,Spain,84,8,Tempranillo
1281,Spain,84,27,Tempranillo
1282,US,84,10,Riesling
1283,Italy,84,10,Nero d'Avola
1284,France,84,,Chardonnay
1285,New Zealand,84,17,Pinot Noir
1286,Italy,89,20,Greco
1287,US,89,35,Cabernet Sauvignon
1288,Italy,89,19,Red Blend
1289,Germany,89,13,Riesling
1290,Italy,89,48,Pinot Nero
1291,Italy,89,26,Pinot Nero
1292,Italy,89,13,Sauvignon
1293,US,89,75,Cabernet Sauvignon
1294,Spain,89,30,Red Blend
1295,US,89,25,Chardonnay
1296,France,89,14,Melon
1297,Italy,89,20,Prié Blanc
1298,US,89,36,Syrah
1299,Italy,89,49,Pinot Nero
1300,US,89,35,Chardonnay
1301,France,89,20,Sauvignon Blanc
1302,France,89,21,Sauvignon Blanc
1303,Germany,89,28,Riesling
1304,Germany,89,20,Riesling
1305,Spain,89,18,Sherry
1306,Spain,89,20,Cabernet Sauvignon
1307,US,89,40,Pinot Noir
1308,Portugal,89,13,Portuguese White
1309,US,89,45,Zinfandel
1310,US,89,40,Bordeaux-style Red Blend
1311,US,89,32,Chardonnay
1312,Italy,89,15,Pinot Nero
1313,US,89,34,Cabernet Sauvignon
1314,Italy,89,40,Pinot Nero
1315,Italy,89,20,Pinot Nero
1316,Italy,90,20,Greco
1317,US,90,42,Petite Sirah
1318,US,90,98,Cabernet Sauvignon
1319,New Zealand,90,25,Sauvignon Blanc
1320,Austria,90,18,White Blend
1321,Spain,90,25,Sparkling Blend
1322,Austria,90,15,Grüner Veltliner
1323,Spain,90,36,Sparkling Blend
1324,US,90,35,Syrah
1325,US,90,56,Syrah
1326,Spain,90,33,Viura
1327,New Zealand,90,25,Chardonnay
1328,US,90,38,Pinot Noir
1329,France,90,28,Red Blend
1330,France,90,22,Provence red blend
1331,France,90,13,Bordeaux-style Red Blend
1332,France,90,,Tannat
1333,US,90,38,Syrah
1334,US,90,22,Sauvignon Blanc
1335,US,90,18,Rosé
1336,US,90,42,G-S-M
1337,Italy,90,25,Greco
1338,France,90,21,Rosé
1339,France,90,23,Rosé
1340,France,90,30,Rosé
1341,Austria,90,20,Grüner Veltliner
1342,US,90,39,Cabernet Sauvignon
1343,US,90,38,Rhône-style Red Blend
1344,Italy,90,18,Grillo
1345,US,90,22,Viognier
1346,Argentina,86,11,Bonarda
1347,Italy,86,29,Rosato
1348,US,86,10,Riesling
1349,Italy,86,35,Zibibbo
1350,Italy,86,19,Falanghina
1351,France,86,,Bordeaux-style Red Blend
1352,France,86,,Bordeaux-style Red Blend
1353,France,86,14,Rosé
1354,US,86,30,Red Blend
1355,US,86,35,Red Blend
1356,France,86,75,Bordeaux-style Red Blend
1357,Spain,86,47,Garnacha
1358,Spain,86,10,Tempranillo Blend
1359,US,86,17,Pinot Noir
1360,US,86,23,Petite Sirah
1361,Italy,86,9,Grillo
1362,US,86,27,Rhône-style White Blend
1363,Italy,86,18,Negroamaro
1364,France,86,,Bordeaux-style Red Blend
1365,France,87,15,Rosé
1366,Chile,87,9,Cabernet Sauvignon
1367,France,87,40,Rosé
1368,US,87,20,Chardonnay
1369,Italy,86,,White Blend
1370,US,86,13,Rosé
1371,US,86,28,Syrah
1372,Italy,86,10,Pinot Bianco
1373,US,86,20,Zinfandel
1374,US,86,24,Mourvèdre
1375,France,86,15,Rosé
1376,US,86,18,Syrah
1377,Portugal,86,11,Portuguese White
1378,US,86,18,Cabernet Sauvignon
1379,France,86,24,Syrah-Cabernet
1380,US,86,12,Rosé
1381,US,86,18,Viognier
1382,Chile,86,20,Cabernet Sauvignon-Carmenère
1383,US,86,15,Verdelho
1384,Italy,88,25,Pinot Grigio
1385,Germany,88,14,Riesling
1386,US,88,36,Malbec
1387,Italy,88,27,Ribolla Gialla
1388,US,88,42,Pinot Noir
1389,South Africa,88,16,Chenin Blanc
1390,South Africa,88,,Chenin Blanc
1391,Italy,88,20,Müller-Thurgau
1392,US,88,48,Pinot Noir
1393,US,88,,Nebbiolo
1394,Argentina,88,19,Malbec
1395,US,88,40,Pinot Meunier
1396,US,88,50,Cabernet Franc
1397,Portugal,88,21,Port
1398,Germany,88,16,Riesling
1399,Italy,88,19,Sauvignon
1400,Portugal,88,11,Portuguese Red
1401,US,88,25,Cabernet Franc
1402,Italy,88,23,Pinot Grigio
1403,Italy,88,30,Sauvignon
1404,Italy,88,28,Pinot Grigio
1405,US,88,22,White Blend
1406,US,88,15,Chardonnay
1407,Italy,88,20,Kerner
1408,Italy,88,20,Sauvignon
1409,US,88,70,Cabernet Sauvignon
1410,Germany,88,9,Riesling
1411,Portugal,88,40,Sousão
1412,Portugal,88,30,Port
1413,US,88,16,Pinot Noir
1414,France,93,,Rhône-style Red Blend
1415,France,93,31,Gewürztraminer
1416,France,93,30,Pinot Gris
1417,US,93,38,Zinfandel
1418,US,93,45,Cabernet Sauvignon
1419,US,93,50,Bordeaux-style Red Blend
1420,US,93,24,Viognier
1421,France,93,,Gewürztraminer
1422,Austria,93,,Blaufränkisch
1423,US,93,86,Cabernet Sauvignon
1424,US,92,55,Cabernet Sauvignon
1425,Austria,92,,Blaufränkisch
1426,France,92,28,Pinot Gris
1427,France,92,45,Pinot Gris
1428,US,92,85,Cabernet Sauvignon
1429,US,92,50,Red Blend
1430,US,92,120,Bordeaux-style Red Blend
1431,US,92,30,Viognier
1432,France,92,25,Red Blend
1433,France,92,40,Rhône-style Red Blend
1434,South Africa,92,50,Bordeaux-style Red Blend
1435,US,92,32,Cabernet Sauvignon-Sangiovese
1436,US,92,40,Cabernet Sauvignon
1437,France,92,,Rhône-style Red Blend
1438,Austria,92,46,Grüner Veltliner
1439,US,92,39,Merlot
1440,US,92,85,Cabernet Sauvignon
1441,Austria,92,,Pinot Noir
1442,Austria,92,60,Austrian Red Blend
1443,US,94,75,Rhône-style Red Blend
1444,US,94,120,Cabernet Sauvignon
1445,France,94,25,Red Blend
1446,France,94,80,Chardonnay
1447,Portugal,94,85,Portuguese Red
1448,US,94,28,White Blend
1449,France,94,180,Rhône-style Red Blend
1450,France,94,85,Pinot Noir
1451,France,94,135,Pinot Noir
1452,Italy,94,125,Sangiovese
1453,France,94,90,Pinot Noir
1454,Italy,94,154,Red Blend
1455,US,94,70,Rhône-style Red Blend
1456,US,94,150,Cabernet Sauvignon
1457,Germany,94,56,Riesling
1458,France,94,49,Malbec
1459,US,94,72,Cabernet Sauvignon
1460,Italy,93,48,Teroldego
1461,US,93,35,Sauvignon Blanc
1462,Italy,93,70,Sangiovese
1463,France,93,132,Pinot Noir
1464,US,93,38,Syrah
1465,Portugal,93,20,Portuguese Red
1466,US,93,175,Cabernet Sauvignon
1467,US,93,36,Pinot Noir
1468,US,93,60,Cabernet Sauvignon
1469,US,93,110,Cabernet Sauvignon
1470,US,93,100,Pinot Noir
1471,Italy,93,85,Sangiovese
1472,US,93,80,Cabernet Sauvignon
1473,Chile,86,12,Cabernet Sauvignon
1474,Italy,86,18,Red Blend
1475,Italy,86,15,Pinot Grigio
1476,US,86,20,Cabernet Sauvignon
1477,Chile,86,14,Cabernet Sauvignon
1478,Australia,85,12,Shiraz-Cabernet Sauvignon
1479,Chile,85,9,Syrah
1480,Chile,85,12,Chardonnay
1481,US,85,9,Riesling
1482,Argentina,85,10,Cabernet Sauvignon
1483,France,85,19,Sauvignon Blanc
1484,New Zealand,85,11,Sauvignon Blanc
1485,US,85,75,Merlot
1486,Hungary,85,48,Bordeaux-style Red Blend
1487,US,85,22,Pinot Noir
1488,Italy,85,35,Sagrantino
1489,Italy,85,12,Sangiovese
1490,New Zealand,85,23,Pinot Noir
1491,Italy,85,15,Pinot Grigio
1492,New Zealand,85,16,Pinot Noir
1493,Argentina,85,12,Chardonnay
1494,US,85,34,Port
1495,US,85,65,Bordeaux-style Red Blend
1496,Argentina,85,10,Chardonnay
1497,Argentina,85,8,Pinot Grigio
1498,Italy,85,16,Pinot Grigio
1499,Chile,85,12,Cabernet Sauvignon
1500,Italy,92,43,Fiano
1501,US,92,32,Pinot Noir
1502,US,92,71,Pinot Noir
1503,Italy,92,65,Cabernet Sauvignon
1504,US,92,60,Pinot Noir
1505,Austria,92,,Riesling
1506,France,92,15,Tannat
1507,France,92,35,Malbec
1508,France,92,,Gamay
1509,Chile,92,92,Red Blend
1510,US,92,42,Merlot
1511,Italy,92,65,Red Blend
1512,France,92,35,Gamay
1513,Italy,92,43,Chardonnay
1514,US,92,54,Pinot Noir
1515,US,92,75,Cabernet Sauvignon
1516,France,92,16,Bordeaux-style Red Blend
1517,France,92,35,Tannat
1518,France,92,26,Malbec
1519,Chile,92,38,Cabernet Sauvignon
1520,France,92,50,Petit Manseng
1521,Chile,92,29,Red Blend
1522,Italy,92,42,Nero d'Avola
1523,US,92,48,Pinot Noir
1524,Chile,92,40,Red Blend
1525,US,92,100,Cabernet Sauvignon
1526,Italy,86,21,Rosé
1527,Portugal,86,14,Portuguese White
1528,Portugal,86,13,Rosé
1529,US,86,15,Chardonnay
1530,Spain,86,15,Chardonnay
1531,Spain,86,9,Red Blend
1532,Spain,85,17,Tempranillo
1533,US,85,20,Rosé
1534,France,85,34,Chenin Blanc
1535,France,85,20,Bordeaux-style White Blend
1536,France,85,12,Bordeaux-style White Blend
1537,France,85,,Rosé
1538,France,85,15,Rosé
